종목,청산 요일,날짜,주 기준일,청산 목표일,실제 청산일,보유 거래일,진입 종가,청산 종가,수익률(%),제외 사유,만기월
SPY,금요일,2008-03-20,2008-03-21,2008-03-28,2008-03-28,5,132.08,131.51,-0.43,,3
SPY,금요일,2008-04-18,2008-04-18,2008-04-25,2008-04-25,5,138.48,139.6,0.81,,4
SPY,금요일,2008-05-16,2008-05-16,2008-05-23,2008-05-23,5,142.66,137.64,-3.52,,5
SPY,금요일,2008-06-20,2008-06-20,2008-06-27,2008-06-27,5,131.58,127.53,-3.08,,6
SPY,금요일,2008-07-18,2008-07-18,2008-07-25,2008-07-25,5,125.98,125.48,-0.4,,7
SPY,금요일,2008-08-15,2008-08-15,2008-08-22,2008-08-22,5,130.17,129.65,-0.4,,8
SPY,금요일,2008-09-19,2008-09-19,2008-09-26,2008-09-26,5,124.12,120.85,-2.63,,9
SPY,금요일,2008-10-17,2008-10-17,2008-10-24,2008-10-24,5,93.21,87.04,-6.62,,10
SPY,금요일,2008-11-21,2008-11-21,2008-11-28,2008-11-28,4,79.52,90.09,13.29,,11
SPY,금요일,2008-12-19,2008-12-19,2008-12-26,2008-12-26,4,88.19,87.16,-1.17,,12
SPY,금요일,2009-01-16,2009-01-16,2009-01-23,2009-01-23,4,85.06,83.11,-2.29,,1
SPY,금요일,2009-02-20,2009-02-20,2009-02-27,2009-02-27,5,77.42,73.93,-4.51,,2
SPY,금요일,2009-03-20,2009-03-20,2009-03-27,2009-03-27,5,76.71,81.61,6.39,,3
SPY,금요일,2009-04-17,2009-04-17,2009-04-24,2009-04-24,5,87.08,86.66,-0.48,,4
SPY,금요일,2009-05-15,2009-05-15,2009-05-22,2009-05-22,5,88.71,89.02,0.35,,5
SPY,금요일,2009-06-19,2009-06-19,2009-06-26,2009-06-26,5,92.04,91.84,-0.22,,6
SPY,금요일,2009-07-17,2009-07-17,2009-07-24,2009-07-24,5,94.13,98.06,4.18,,7
SPY,금요일,2009-08-21,2009-08-21,2009-08-28,2009-08-28,5,102.97,103.38,0.4,,8
SPY,금요일,2009-09-18,2009-09-18,2009-09-25,2009-09-25,5,106.72,104.45,-2.13,,9
SPY,금요일,2009-10-16,2009-10-16,2009-10-23,2009-10-23,5,108.89,108.08,-0.74,,10
SPY,금요일,2009-11-20,2009-11-20,2009-11-27,2009-11-27,4,109.43,109.57,0.13,,11
SPY,금요일,2009-12-18,2009-12-18,2009-12-25,2009-12-24,4,110.21,112.48,2.06,,12
SPY,금요일,2010-01-15,2010-01-15,2010-01-22,2010-01-22,4,113.64,109.21,-3.9,,1
SPY,금요일,2010-02-19,2010-02-19,2010-02-26,2010-02-26,5,111.14,110.74,-0.36,,2
SPY,금요일,2010-03-19,2010-03-19,2010-03-26,2010-03-26,5,115.97,116.58,0.53,,3
SPY,금요일,2010-04-16,2010-04-16,2010-04-23,2010-04-23,5,119.36,121.81,2.05,,4
SPY,금요일,2010-05-21,2010-05-21,2010-05-28,2010-05-28,5,109.11,109.37,0.24,,5
SPY,금요일,2010-06-18,2010-06-18,2010-06-25,2010-06-25,5,111.73,107.87,-3.45,,6
SPY,금요일,2010-07-16,2010-07-16,2010-07-23,2010-07-23,5,106.66,110.41,3.52,,7
SPY,금요일,2010-08-20,2010-08-20,2010-08-27,2010-08-27,5,107.53,106.86,-0.62,,8
SPY,금요일,2010-09-17,2010-09-17,2010-09-24,2010-09-24,5,112.49,114.82,2.07,,9
SPY,금요일,2010-10-15,2010-10-15,2010-10-22,2010-10-22,5,117.7,118.35,0.55,,10
SPY,금요일,2010-11-19,2010-11-19,2010-11-26,2010-11-26,4,120.29,118.8,-1.24,,11
SPY,금요일,2010-12-17,2010-12-17,2010-12-24,2010-12-23,4,124.3,125.6,1.05,,12
SPY,금요일,2011-01-21,2011-01-21,2011-01-28,2011-01-28,5,128.37,127.72,-0.51,,1
SPY,금요일,2011-02-18,2011-02-18,2011-02-25,2011-02-25,4,134.53,132.33,-1.64,,2
SPY,금요일,2011-03-18,2011-03-18,2011-03-25,2011-03-25,5,127.76,131.3,2.77,,3
SPY,금요일,2011-04-15,2011-04-15,2011-04-22,2011-04-21,4,132.04,133.78,1.32,,4
SPY,금요일,2011-05-20,2011-05-20,2011-05-27,2011-05-27,5,133.61,133.51,-0.07,,5
SPY,금요일,2011-06-17,2011-06-17,2011-06-24,2011-06-24,5,127.05,126.81,-0.19,,6
SPY,금요일,2011-07-15,2011-07-15,2011-07-22,2011-07-22,5,131.69,134.58,2.19,,7
SPY,금요일,2011-08-19,2011-08-19,2011-08-26,2011-08-26,5,112.64,117.97,4.73,,8
SPY,금요일,2011-09-16,2011-09-16,2011-09-23,2011-09-23,5,121.52,113.54,-6.57,,9
SPY,금요일,2011-10-21,2011-10-21,2011-10-28,2011-10-28,5,123.97,128.6,3.73,,10
SPY,금요일,2011-11-18,2011-11-18,2011-11-25,2011-11-25,4,121.98,116.34,-4.62,,11
SPY,금요일,2011-12-16,2011-12-16,2011-12-23,2011-12-23,5,121.59,126.39,3.95,,12
SPY,금요일,2012-01-20,2012-01-20,2012-01-27,2012-01-27,5,131.95,131.82,-0.1,,1
SPY,금요일,2012-02-17,2012-02-17,2012-02-24,2012-02-24,4,136.41,136.93,0.38,,2
SPY,금요일,2012-03-16,2012-03-16,2012-03-23,2012-03-23,5,140.3,139.65,-0.46,,3
SPY,금요일,2012-04-20,2012-04-20,2012-04-27,2012-04-27,5,137.95,140.39,1.77,,4
SPY,금요일,2012-05-18,2012-05-18,2012-05-25,2012-05-25,5,129.74,132.1,1.82,,5
SPY,금요일,2012-06-15,2012-06-15,2012-06-22,2012-06-22,5,134.14,133.46,-0.51,,6
SPY,금요일,2012-07-20,2012-07-20,2012-07-27,2012-07-27,5,136.47,138.68,1.62,,7
SPY,금요일,2012-08-17,2012-08-17,2012-08-24,2012-08-24,5,142.18,141.51,-0.47,,8
SPY,금요일,2012-09-21,2012-09-21,2012-09-28,2012-09-28,5,145.87,143.97,-1.3,,9
SPY,금요일,2012-10-19,2012-10-19,2012-10-26,2012-10-26,5,143.39,141.35,-1.42,,10
SPY,금요일,2012-11-16,2012-11-16,2012-11-23,2012-11-23,4,136.37,141.35,3.65,,11
SPY,금요일,2012-12-21,2012-12-21,2012-12-28,2012-12-28,4,142.79,140.03,-1.93,,12
SPY,금요일,2013-01-18,2013-01-18,2013-01-25,2013-01-25,4,148.33,150.25,1.29,,1
SPY,금요일,2013-02-15,2013-02-15,2013-02-22,2013-02-22,4,152.11,151.89,-0.14,,2
SPY,금요일,2013-03-15,2013-03-15,2013-03-22,2013-03-22,5,155.83,155.6,-0.15,,3
SPY,금요일,2013-04-19,2013-04-19,2013-04-26,2013-04-26,5,155.48,158.24,1.78,,4
SPY,금요일,2013-05-17,2013-05-17,2013-05-24,2013-05-24,5,166.94,165.31,-0.98,,5
SPY,금요일,2013-06-21,2013-06-21,2013-06-28,2013-06-28,5,159.07,160.42,0.85,,6
SPY,금요일,2013-07-19,2013-07-19,2013-07-26,2013-07-26,5,169.17,169.11,-0.04,,7
SPY,금요일,2013-08-16,2013-08-16,2013-08-23,2013-08-23,5,165.83,166.62,0.48,,8
SPY,금요일,2013-09-20,2013-09-20,2013-09-27,2013-09-27,5,170.72,168.91,-1.06,,9
SPY,금요일,2013-10-18,2013-10-18,2013-10-25,2013-10-25,5,174.39,175.95,0.89,,10
SPY,금요일,2013-11-15,2013-11-15,2013-11-22,2013-11-22,5,180.05,180.81,0.42,,11
SPY,금요일,2013-12-20,2013-12-20,2013-12-27,2013-12-27,4,181.56,183.85,1.26,,12
SPY,금요일,2014-01-17,2014-01-17,2014-01-24,2014-01-24,4,183.64,178.89,-2.59,,1
SPY,금요일,2014-02-21,2014-02-21,2014-02-28,2014-02-28,5,183.89,186.29,1.31,,2
SPY,금요일,2014-03-21,2014-03-21,2014-03-28,2014-03-28,5,186.2,185.49,-0.38,,3
SPY,금요일,2014-04-17,2014-04-18,2014-04-25,2014-04-25,5,186.39,186.29,-0.05,,4
SPY,금요일,2014-05-16,2014-05-16,2014-05-23,2014-05-23,5,188.05,190.35,1.22,,5
SPY,금요일,2014-06-20,2014-06-20,2014-06-27,2014-06-27,5,195.94,195.82,-0.06,,6
SPY,금요일,2014-07-18,2014-07-18,2014-07-25,2014-07-25,5,197.71,197.72,0.01,,7
SPY,금요일,2014-08-15,2014-08-15,2014-08-22,2014-08-22,5,195.72,199.19,1.77,,8
SPY,금요일,2014-09-19,2014-09-19,2014-09-26,2014-09-26,5,200.7,197.9,-1.4,,9
SPY,금요일,2014-10-17,2014-10-17,2014-10-24,2014-10-24,5,188.47,196.43,4.22,,10
SPY,금요일,2014-11-21,2014-11-21,2014-11-28,2014-11-28,4,206.68,207.2,0.25,,11
SPY,금요일,2014-12-19,2014-12-19,2014-12-26,2014-12-26,4,206.52,208.44,0.93,,12
SPY,금요일,2015-01-16,2015-01-16,2015-01-23,2015-01-23,4,201.63,204.97,1.66,,1
SPY,금요일,2015-02-20,2015-02-20,2015-02-27,2015-02-27,5,211.24,210.66,-0.27,,2
SPY,금요일,2015-03-20,2015-03-20,2015-03-27,2015-03-27,5,210.41,205.74,-2.22,,3
SPY,금요일,2015-04-17,2015-04-17,2015-04-24,2015-04-24,5,207.95,211.65,1.78,,4
SPY,금요일,2015-05-15,2015-05-15,2015-05-22,2015-05-22,5,212.44,212.99,0.26,,5
SPY,금요일,2015-06-19,2015-06-19,2015-06-26,2015-06-26,5,210.81,209.82,-0.47,,6
SPY,금요일,2015-07-17,2015-07-17,2015-07-24,2015-07-24,5,212.48,208.0,-2.11,,7
SPY,금요일,2015-08-21,2015-08-21,2015-08-28,2015-08-28,5,197.83,199.28,0.73,,8
SPY,금요일,2015-09-18,2015-09-18,2015-09-25,2015-09-25,5,195.45,192.85,-1.33,,9
SPY,금요일,2015-10-16,2015-10-16,2015-10-23,2015-10-23,5,203.27,207.51,2.09,,10
SPY,금요일,2015-11-20,2015-11-20,2015-11-27,2015-11-27,4,209.31,209.56,0.12,,11
SPY,금요일,2015-12-18,2015-12-18,2015-12-25,2015-12-24,4,200.02,205.68,2.83,,12
SPY,금요일,2016-01-15,2016-01-15,2016-01-22,2016-01-22,4,187.81,190.52,1.44,,1
SPY,금요일,2016-02-19,2016-02-19,2016-02-26,2016-02-26,5,192.0,195.09,1.61,,2
SPY,금요일,2016-03-18,2016-03-18,2016-03-25,2016-03-24,4,204.38,203.12,-0.62,,3
SPY,금요일,2016-04-15,2016-04-15,2016-04-22,2016-04-22,5,207.78,208.97,0.57,,4
SPY,금요일,2016-05-20,2016-05-20,2016-05-27,2016-05-27,5,205.49,210.24,2.31,,5
SPY,금요일,2016-06-17,2016-06-17,2016-06-24,2016-06-24,5,206.52,203.24,-1.59,,6
SPY,금요일,2016-07-15,2016-07-15,2016-07-22,2016-07-22,5,215.83,217.24,0.65,,7
SPY,금요일,2016-08-19,2016-08-19,2016-08-26,2016-08-26,5,218.54,217.29,-0.57,,8
SPY,금요일,2016-09-16,2016-09-16,2016-09-23,2016-09-23,5,213.37,215.99,1.23,,9
SPY,금요일,2016-10-21,2016-10-21,2016-10-28,2016-10-28,5,213.98,212.54,-0.67,,10
SPY,금요일,2016-11-18,2016-11-18,2016-11-25,2016-11-25,4,218.5,221.52,1.38,,11
SPY,금요일,2016-12-16,2016-12-16,2016-12-23,2016-12-23,5,225.04,225.71,0.3,,12
SPY,금요일,2017-01-20,2017-01-20,2017-01-27,2017-01-27,5,226.74,228.97,0.98,,1
SPY,금요일,2017-02-17,2017-02-17,2017-02-24,2017-02-24,4,235.09,236.74,0.7,,2
SPY,금요일,2017-03-17,2017-03-17,2017-03-24,2017-03-24,5,237.03,233.86,-1.34,,3
SPY,금요일,2017-04-21,2017-04-21,2017-04-28,2017-04-28,5,234.59,238.08,1.49,,4
SPY,금요일,2017-05-19,2017-05-19,2017-05-26,2017-05-26,5,238.31,241.71,1.43,,5
SPY,금요일,2017-06-16,2017-06-16,2017-06-23,2017-06-23,5,242.64,243.13,0.2,,6
SPY,금요일,2017-07-21,2017-07-21,2017-07-28,2017-07-28,5,246.88,246.91,0.01,,7
SPY,금요일,2017-08-18,2017-08-18,2017-08-25,2017-08-25,5,242.71,244.56,0.76,,8
SPY,금요일,2017-09-15,2017-09-15,2017-09-22,2017-09-22,5,249.19,249.44,0.1,,9
SPY,금요일,2017-10-20,2017-10-20,2017-10-27,2017-10-27,5,257.11,257.71,0.23,,10
SPY,금요일,2017-11-17,2017-11-17,2017-11-24,2017-11-24,4,257.86,260.36,0.97,,11
SPY,금요일,2017-12-15,2017-12-15,2017-12-22,2017-12-22,5,266.51,267.51,0.38,,12
SPY,금요일,2018-01-19,2018-01-19,2018-01-26,2018-01-26,5,280.41,286.58,2.2,,1
SPY,금요일,2018-02-16,2018-02-16,2018-02-23,2018-02-23,4,273.11,274.71,0.59,,2
SPY,금요일,2018-03-16,2018-03-16,2018-03-23,2018-03-23,5,274.2,258.05,-5.89,,3
SPY,금요일,2018-04-20,2018-04-20,2018-04-27,2018-04-27,5,266.61,266.56,-0.02,,4
SPY,금요일,2018-05-18,2018-05-18,2018-05-25,2018-05-25,5,271.33,272.15,0.3,,5
SPY,금요일,2018-06-15,2018-06-15,2018-06-22,2018-06-22,5,277.13,274.74,-0.86,,6
SPY,금요일,2018-07-20,2018-07-20,2018-07-27,2018-07-27,5,279.68,281.42,0.62,,7
SPY,금요일,2018-08-17,2018-08-17,2018-08-24,2018-08-24,5,285.06,287.51,0.86,,8
SPY,금요일,2018-09-21,2018-09-21,2018-09-28,2018-09-28,5,291.99,290.72,-0.43,,9
SPY,금요일,2018-10-19,2018-10-19,2018-10-26,2018-10-26,5,276.25,265.33,-3.95,,10
SPY,금요일,2018-11-16,2018-11-16,2018-11-23,2018-11-23,4,273.73,263.25,-3.83,,11
SPY,금요일,2018-12-21,2018-12-21,2018-12-28,2018-12-28,4,240.7,247.75,2.93,,12
SPY,금요일,2019-01-18,2019-01-18,2019-01-25,2019-01-25,4,266.46,265.78,-0.26,,1
SPY,금요일,2019-02-15,2019-02-15,2019-02-22,2019-02-22,4,277.37,279.14,0.64,,2
SPY,금요일,2019-03-15,2019-03-15,2019-03-22,2019-03-22,5,281.31,279.25,-0.73,,3
SPY,금요일,2019-04-18,2019-04-19,2019-04-26,2019-04-26,5,290.02,293.41,1.17,,4
SPY,금요일,2019-05-17,2019-05-17,2019-05-24,2019-05-24,5,285.84,282.78,-1.07,,5
SPY,금요일,2019-06-21,2019-06-21,2019-06-28,2019-06-28,5,294.0,293.0,-0.34,,6
SPY,금요일,2019-07-19,2019-07-19,2019-07-26,2019-07-26,5,297.17,302.01,1.63,,7
SPY,금요일,2019-08-16,2019-08-16,2019-08-23,2019-08-23,5,288.85,284.85,-1.38,,8
SPY,금요일,2019-09-20,2019-09-20,2019-09-27,2019-09-27,5,298.28,295.4,-0.97,,9
SPY,금요일,2019-10-18,2019-10-18,2019-10-25,2019-10-25,5,297.97,301.6,1.22,,10
SPY,금요일,2019-11-15,2019-11-15,2019-11-22,2019-11-22,5,311.79,310.96,-0.27,,11
SPY,금요일,2019-12-20,2019-12-20,2019-12-27,2019-12-27,4,320.73,322.86,0.66,,12
SPY,금요일,2020-01-17,2020-01-17,2020-01-24,2020-01-24,4,331.95,328.77,-0.96,,1
SPY,금요일,2020-02-21,2020-02-21,2020-02-28,2020-02-28,5,333.48,296.26,-11.16,,2
SPY,금요일,2020-03-20,2020-03-20,2020-03-27,2020-03-27,5,228.8,253.42,10.76,,3
SPY,금요일,2020-04-17,2020-04-17,2020-04-24,2020-04-24,5,286.64,282.97,-1.28,,4
SPY,금요일,2020-05-15,2020-05-15,2020-05-22,2020-05-22,5,286.28,295.44,3.2,,5
SPY,금요일,2020-06-19,2020-06-19,2020-06-26,2020-06-26,5,308.64,300.05,-2.78,,6
SPY,금요일,2020-07-17,2020-07-17,2020-07-24,2020-07-24,5,321.72,320.88,-0.26,,7
SPY,금요일,2020-08-21,2020-08-21,2020-08-28,2020-08-28,5,339.48,350.58,3.27,,8
SPY,금요일,2020-09-18,2020-09-18,2020-09-25,2020-09-25,5,330.65,328.73,-0.58,,9
SPY,금요일,2020-10-16,2020-10-16,2020-10-23,2020-10-23,5,347.29,345.78,-0.43,,10
SPY,금요일,2020-11-20,2020-11-20,2020-11-27,2020-11-27,4,355.33,363.67,2.35,,11
SPY,금요일,2020-12-18,2020-12-18,2020-12-25,2020-12-24,4,369.18,369.0,-0.05,,12
SPY,금요일,2021-01-15,2021-01-15,2021-01-22,2021-01-22,4,375.7,382.88,1.91,,1
SPY,금요일,2021-02-19,2021-02-19,2021-02-26,2021-02-26,5,390.03,380.36,-2.48,,2
SPY,금요일,2021-03-19,2021-03-19,2021-03-26,2021-03-26,5,389.48,395.98,1.67,,3
SPY,금요일,2021-04-16,2021-04-16,2021-04-23,2021-04-23,5,417.26,416.74,-0.12,,4
SPY,금요일,2021-05-21,2021-05-21,2021-05-28,2021-05-28,5,414.94,420.04,1.23,,5
SPY,금요일,2021-06-18,2021-06-18,2021-06-25,2021-06-25,5,414.92,426.61,2.82,,6
SPY,금요일,2021-07-16,2021-07-16,2021-07-23,2021-07-23,5,431.34,439.94,1.99,,7
SPY,금요일,2021-08-20,2021-08-20,2021-08-27,2021-08-27,5,443.36,450.25,1.55,,8
SPY,금요일,2021-09-17,2021-09-17,2021-09-24,2021-09-24,5,441.4,443.91,0.57,,9
SPY,금요일,2021-10-15,2021-10-15,2021-10-22,2021-10-22,5,445.87,453.12,1.63,,10
SPY,금요일,2021-11-19,2021-11-19,2021-11-26,2021-11-26,4,468.89,458.97,-2.12,,11
SPY,금요일,2021-12-17,2021-12-17,2021-12-24,2021-12-23,4,459.87,470.6,2.33,,12
SPY,금요일,2022-01-21,2022-01-21,2022-01-28,2022-01-28,5,437.98,441.95,0.91,,1
SPY,금요일,2022-02-18,2022-02-18,2022-02-25,2022-02-25,4,434.23,437.75,0.81,,2
SPY,금요일,2022-03-18,2022-03-18,2022-03-25,2022-03-25,5,444.52,452.69,1.84,,3
SPY,금요일,2022-04-14,2022-04-15,2022-04-22,2022-04-22,5,437.79,426.04,-2.68,,4
SPY,금요일,2022-05-20,2022-05-20,2022-05-27,2022-05-27,5,389.63,415.26,6.58,,5
SPY,금요일,2022-06-17,2022-06-17,2022-06-24,2022-06-24,4,365.86,390.08,6.62,,6
SPY,금요일,2022-07-15,2022-07-15,2022-07-22,2022-07-22,5,385.13,395.09,2.59,,7
SPY,금요일,2022-08-19,2022-08-19,2022-08-26,2022-08-26,5,422.14,405.31,-3.99,,8
SPY,금요일,2022-09-16,2022-09-16,2022-09-23,2022-09-23,5,385.56,367.95,-4.57,,9
SPY,금요일,2022-10-21,2022-10-21,2022-10-28,2022-10-28,5,374.29,389.02,3.94,,10
SPY,금요일,2022-11-18,2022-11-18,2022-11-25,2022-11-25,4,396.03,402.33,1.59,,11
SPY,금요일,2022-12-16,2022-12-16,2022-12-23,2022-12-23,5,383.27,382.91,-0.09,,12
SPY,금요일,2023-01-20,2023-01-20,2023-01-27,2023-01-27,5,395.88,405.68,2.48,,1
SPY,금요일,2023-02-17,2023-02-17,2023-02-24,2023-02-24,4,407.26,396.38,-2.67,,2
SPY,금요일,2023-03-17,2023-03-17,2023-03-24,2023-03-24,5,389.99,395.75,1.48,,3
SPY,금요일,2023-04-21,2023-04-21,2023-04-28,2023-04-28,5,412.2,415.93,0.9,,4
SPY,금요일,2023-05-19,2023-05-19,2023-05-26,2023-05-26,5,418.62,420.02,0.33,,5
SPY,금요일,2023-06-16,2023-06-16,2023-06-23,2023-06-23,4,439.46,433.21,-1.42,,6
SPY,금요일,2023-07-21,2023-07-21,2023-07-28,2023-07-28,5,452.18,456.92,1.05,,7
SPY,금요일,2023-08-18,2023-08-18,2023-08-25,2023-08-25,5,436.5,439.97,0.79,,8
SPY,금요일,2023-09-15,2023-09-15,2023-09-22,2023-09-22,5,443.37,430.42,-2.92,,9
SPY,금요일,2023-10-20,2023-10-20,2023-10-27,2023-10-27,5,421.19,410.68,-2.5,,10
SPY,금요일,2023-11-17,2023-11-17,2023-11-24,2023-11-24,4,450.79,455.3,1.0,,11
SPY,금요일,2023-12-15,2023-12-15,2023-12-22,2023-12-22,5,469.33,473.65,0.92,,12
SPY,금요일,2024-01-19,2024-01-19,2024-01-26,2024-01-26,5,482.43,487.41,1.03,,1
SPY,금요일,2024-02-16,2024-02-16,2024-02-23,2024-02-23,4,499.51,507.85,1.67,,2
SPY,금요일,2024-03-15,2024-03-15,2024-03-22,2024-03-22,5,509.83,521.21,2.23,,3
SPY,금요일,2024-04-19,2024-04-19,2024-04-26,2024-04-26,5,495.16,508.26,2.65,,4
SPY,금요일,2024-05-17,2024-05-17,2024-05-24,2024-05-24,5,529.45,529.44,-0.0,,5
SPY,금요일,2024-06-21,2024-06-21,2024-06-28,2024-06-28,5,544.51,544.22,-0.05,,6
SPY,금요일,2024-07-19,2024-07-19,2024-07-26,2024-07-26,5,548.99,544.44,-0.83,,7
SPY,금요일,2024-08-16,2024-08-16,2024-08-23,2024-08-23,5,554.31,562.13,1.41,,8
SPY,금요일,2024-09-20,2024-09-20,2024-09-27,2024-09-27,5,568.25,571.47,0.57,,9
SPY,금요일,2024-10-18,2024-10-18,2024-10-25,2024-10-25,5,584.59,579.04,-0.95,,10
SPY,금요일,2024-11-15,2024-11-15,2024-11-22,2024-11-22,5,585.75,595.51,1.67,,11
SPY,금요일,2024-12-20,2024-12-20,2024-12-27,2024-12-27,4,591.15,595.01,0.65,,12
SPY,금요일,2025-01-17,2025-01-17,2025-01-24,2025-01-24,4,597.58,607.97,1.74,,1
SPY,금요일,2025-02-21,2025-02-21,2025-02-28,2025-02-28,5,599.94,594.18,-0.96,,2
SPY,금요일,2025-03-21,2025-03-21,2025-03-28,2025-03-28,5,563.98,555.66,-1.48,,3
SPY,금요일,2025-04-17,2025-04-18,2025-04-25,2025-04-25,5,526.41,550.64,4.6,,4
SPY,금요일,2025-05-16,2025-05-16,2025-05-23,2025-05-23,5,594.2,579.11,-2.54,,5
SPY,금요일,2025-06-20,2025-06-20,2025-06-27,2025-06-27,5,594.28,614.91,3.47,,6
SPY,금요일,2025-07-18,2025-07-18,2025-07-25,2025-07-25,5,627.58,637.1,1.52,,7
SPY,금요일,2025-08-15,2025-08-15,2025-08-22,2025-08-22,5,643.44,645.31,0.29,,8
SPY,금요일,2025-09-19,2025-09-19,2025-09-26,2025-09-26,5,663.7,661.82,-0.28,,9
SPY,금요일,2025-10-17,2025-10-17,2025-10-24,2025-10-24,5,664.39,677.25,1.94,,10
SPY,금요일,2025-11-21,2025-11-21,2025-11-28,2025-11-28,4,659.03,683.39,3.7,,11
SPY,금요일,2025-12-19,2025-12-19,2025-12-26,2025-12-26,4,680.59,690.31,1.43,,12
SPY,금요일,2026-01-16,2026-01-16,2026-01-23,2026-01-23,4,691.66,689.23,-0.35,,1
SPY,금요일,2026-02-20,2026-02-20,2026-02-27,2026-02-27,5,689.43,685.99,-0.5,,2
SPY,금요일,2026-03-20,2026-03-20,2026-03-27,2026-03-27,5,648.57,634.09,-2.23,,3
SPY,금요일,2026-04-17,2026-04-17,2026-04-24,2026-04-24,5,710.14,713.94,0.54,,4
SPY,금요일,2026-05-15,2026-05-15,2026-05-22,2026-05-22,5,739.17,745.64,0.88,,5
SPY,금요일,2026-06-18,2026-06-19,2026-06-26,2026-06-26,5,746.74,728.99,-2.38,,6
SPY,금요일,2026-07-17,2026-07-17,2026-07-24,2026-07-24,5,743.29,738.93,-0.59,,7
SPY,금요일,2026-08-21,2026-08-21,2026-08-28,,,765.72,,,구간 끝이 데이터 범위를 넘음,8
DIA,금요일,1998-02-20,1998-02-20,1998-02-27,1998-02-27,5,84.2812,85.5938,1.56,,2
DIA,금요일,1998-03-20,1998-03-20,1998-03-27,1998-03-27,5,89.1562,88.2656,-1.0,,3
DIA,금요일,1998-04-17,1998-04-17,1998-04-24,1998-04-24,5,91.7031,90.5469,-1.26,,4
DIA,금요일,1998-05-15,1998-05-15,1998-05-22,1998-05-22,5,90.7969,91.2344,0.48,,5
DIA,금요일,1998-06-19,1998-06-19,1998-06-26,1998-06-26,5,87.0781,89.6875,3.0,,6
DIA,금요일,1998-07-17,1998-07-17,1998-07-24,1998-07-24,5,93.3281,89.4375,-4.17,,7
DIA,금요일,1998-08-21,1998-08-21,1998-08-28,1998-08-28,5,85.5938,80.7812,-5.62,,8
DIA,금요일,1998-09-18,1998-09-18,1998-09-25,1998-09-25,5,78.8125,80.125,1.67,,9
DIA,금요일,1998-10-16,1998-10-16,1998-10-23,1998-10-23,5,84.1875,84.3125,0.15,,10
DIA,금요일,1998-11-20,1998-11-20,1998-11-27,1998-11-27,4,91.7188,93.25,1.67,,11
DIA,금요일,1998-12-18,1998-12-18,1998-12-25,1998-12-24,4,88.7188,92.0938,3.8,,12
DIA,금요일,1999-01-15,1999-01-15,1999-01-22,1999-01-22,4,93.4688,91.3125,-2.31,,1
DIA,금요일,1999-02-19,1999-02-19,1999-02-26,1999-02-26,5,93.5312,92.8906,-0.68,,2
DIA,금요일,1999-03-19,1999-03-19,1999-03-26,1999-03-26,5,98.5625,98.2812,-0.29,,3
DIA,금요일,1999-04-16,1999-04-16,1999-04-23,1999-04-23,5,104.5312,107.0938,2.45,,4
DIA,금요일,1999-05-21,1999-05-21,1999-05-28,1999-05-28,5,108.25,105.1406,-2.87,,5
DIA,금요일,1999-06-18,1999-06-18,1999-06-25,1999-06-25,5,108.4688,105.7344,-2.52,,6
DIA,금요일,1999-07-16,1999-07-16,1999-07-23,1999-07-23,5,112.0312,109.0625,-2.65,,7
DIA,금요일,1999-08-20,1999-08-20,1999-08-27,1999-08-27,5,111.1562,111.0,-0.14,,8
DIA,금요일,1999-09-17,1999-09-17,1999-09-24,1999-09-24,5,108.375,102.6406,-5.29,,9
DIA,금요일,1999-10-15,1999-10-15,1999-10-22,1999-10-22,5,100.0,104.5,4.5,,10
DIA,금요일,1999-11-19,1999-11-19,1999-11-26,1999-11-26,4,110.0156,109.4375,-0.53,,11
DIA,금요일,1999-12-17,1999-12-17,1999-12-24,1999-12-23,4,112.8125,114.4844,1.48,,12
DIA,금요일,2000-01-21,2000-01-21,2000-01-28,2000-01-28,5,112.8125,107.4062,-4.79,,1
DIA,금요일,2000-02-18,2000-02-18,2000-02-25,2000-02-25,4,102.25,98.5625,-3.61,,2
DIA,금요일,2000-03-17,2000-03-17,2000-03-24,2000-03-24,5,106.125,111.125,4.71,,3
DIA,금요일,2000-04-20,2000-04-21,2000-04-28,2000-04-28,5,108.7812,107.5625,-1.12,,4
DIA,금요일,2000-05-19,2000-05-19,2000-05-26,2000-05-26,5,106.5625,103.125,-3.23,,5
DIA,금요일,2000-06-16,2000-06-16,2000-06-23,2000-06-23,5,104.5156,104.4375,-0.07,,6
DIA,금요일,2000-07-21,2000-07-21,2000-07-28,2000-07-28,5,107.0,105.0,-1.87,,7
DIA,금요일,2000-08-18,2000-08-18,2000-08-25,2000-08-25,5,110.4375,112.2344,1.63,,8
DIA,금요일,2000-09-15,2000-09-15,2000-09-22,2000-09-22,5,109.0,108.75,-0.23,,9
DIA,금요일,2000-10-20,2000-10-20,2000-10-27,2000-10-27,5,102.375,106.1875,3.72,,10
DIA,금요일,2000-11-17,2000-11-17,2000-11-24,2000-11-24,4,106.2344,105.0625,-1.1,,11
DIA,금요일,2000-12-15,2000-12-15,2000-12-22,2000-12-22,5,103.7656,106.9688,3.09,,12
DIA,금요일,2001-01-19,2001-01-19,2001-01-26,2001-01-26,5,105.5625,106.625,1.01,,1
DIA,금요일,2001-02-16,2001-02-16,2001-02-23,2001-02-23,4,108.15,104.55,-3.33,,2
